,Target,Date,Month,Year,Town,Lat,Lon,Party,Institution
35,"Mikko Asunta
",,,1954,Savitaipale,61.198742149,27.686019135,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
36,"Mikko Asunta
",,,1966,Pori,61.483726303000005,21.795900114000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Satakunnan Museo
37,"Mikko Asunta
",,,1970,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
38,"Mikko Asunta
",,,1908,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
39,"Mikko Asunta
",30,1,1994,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
40,"Mikko Asunta
",,,1978,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
41,"Mikko Asunta
",,,1948,Kuhmo,64.125288629,29.524367548,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Lusto - Suomen Metsämuseo
42,"Mikko Asunta
",19,05,1982,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
43,"Mikko Asunta
",,,1973,Vilppula,62.021797606999996,24.50992529,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
44,"Mikko Asunta
",,,1970,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
45,"Mikko Asunta
",,,1980,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
46,"Mikko Asunta
",,,1913,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
47,"Mikko Asunta
",,,1968,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
48,"Mikko Asunta
",,,1982,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
49,"Mikko Asunta
",,,1981,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
50,"Mikko Asunta
",,,1960,Kouvola,60.866825213999995,26.705598153,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
51,"Mikko Asunta
",,,1981,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
52,"Mikko Asunta
",,,1981,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
53,"Mikko Asunta
",,,1980,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
54,"Mikko Asunta
",,,1976,Karjala,60.837911185,22.000167086999998,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
55,"Mikko Asunta
",,,1980,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
56,"Mikko Asunta
",,,1895,Jyväskylä,62.241677683999995,25.749498121,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
57,"Mikko Asunta
",,,1963,Lappi,61.101966682,21.8351057,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Lusto - Suomen Metsämuseo
58,"Mikko Asunta
",,,1897,Jyväskylä,62.241677683999995,25.749498121,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
59,"Mikko Asunta
",,,1980,Lappeenranta,61.058749723999995,28.187689913000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
60,"Mikko Asunta
",,,1977,Karjala,60.837911185,22.000167086999998,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",ETELÄ-KARJALAN MUSEO/EKM
61,"Mikko Asunta
",10,9,1910,Lieksa,63.317804542,30.028096821,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
62,"Mikko Asunta
",,,1895,Jyväskylä,62.241677683999995,25.749498121,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
63,"Mikko Asunta
",,,1900,Janakkala,60.921846055,24.647706584,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
64,"Mikko Asunta
",,,1890,Janakkala,60.921846055,24.647706584,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
65,"Mikko Asunta
",,,1890,Janakkala,60.921846055,24.647706584,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Rautatiemuseon säätiö
66,"Elsi HetemÃ¤ki-Olander
",5,2,1990,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
67,"Elsi HetemÃ¤ki-Olander
",,,1940,Hyvinkää,60.631016885,24.861124319,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Hyvinkään kaupunginmuseo
68,"Elsi HetemÃ¤ki-Olander
",6,2,1990,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
69,"Matti Hokkanen
",,,1988,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
70,"Matti Hokkanen
",07,12,1983,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
71,"Matti Hokkanen
",20,04,1983,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
72,"Matti Hokkanen
",20,4,1983,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
73,"Matti Hokkanen
",20,04,1983,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
74,"Matti Hokkanen
",,,1991,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Suomen Metsästysmuseo
75,"Matti Hokkanen
",,,6275,Forssa,60.814791352,23.6164073,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Forssan museo
76,"Matti Hokkanen
",,,1965,Lahti,60.980380563999994,25.654987962,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Lusto - Suomen Metsämuseo
77,"Matti Hokkanen
",,,1980,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
78,"Matti Hokkanen
",,,1980,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
79,"Matti Hokkanen
",27,3,1990,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kansan Arkisto
80,"Matti Hokkanen
",,,1972,Lieksa,63.317804542,30.028096821,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Pielisen museo
81,"Matti Hokkanen
",,,1947,Soini,62.87297229,24.210173232,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
82,"Matti Hokkanen
",,,1990,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
83,"Matti Hokkanen
",,,1965,Lahti,60.980380563999994,25.654987962,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Lusto - Suomen Metsämuseo
84,"Matti Hokkanen
",,,1960,Lieksa,63.317804542,30.028096821,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Pielisen museo
85,"Matti Hokkanen
",,,1989,Lempäälä,61.312525626,23.755748116,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
86,"Matti Hokkanen
",,,1980,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
87,"Matti Hokkanen
",,,1989,Lempäälä,61.312525626,23.755748116,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
88,"Matti Hokkanen
",,,1989,Lempäälä,61.312525626,23.755748116,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
89,"Matti Hokkanen
",,,1988,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
90,"Matti Hokkanen
",20,8,1903,Forssa,60.814791352,23.6164073,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
91,"Matti Hokkanen
",,,1907,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
92,"Matti Hokkanen
",,,1907,Askola,60.530210718,25.598880612,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
93,"Matti Hokkanen
",,,1908,Kangasniemi,61.988644474,26.642473064,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
94,"Harri Holkeri
",,,1971,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
95,"Harri Holkeri
",,,1981,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
96,"Harri Holkeri
",,,1971,Salo,60.38437360100001,23.126727127,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
97,"Harri Holkeri
",,,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Tekniikan museo
98,"Harri Holkeri
",,,1970,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
99,"Harri Holkeri
",,,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Tekniikan museo
100,"Harri Holkeri
",6,1,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
101,"Harri Holkeri
",,,1973,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
102,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kymenlaakson museo/KyM
103,"Harri Holkeri
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
104,"Harri Holkeri
",29,5,1992,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kymenlaakson museo/KyM
105,"Harri Holkeri
",11,9,1990,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
106,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
107,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
108,"Harri Holkeri
",6,1,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
109,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
110,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
111,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
112,"Harri Holkeri
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
113,"Harri Holkeri
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
114,"Harri Holkeri
",,,1987,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
115,"Harri Holkeri
",,,1987,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
116,"Harri Holkeri
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
117,"Harri Holkeri
",,,1987,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
118,"Harri Holkeri
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
119,"Harri Holkeri
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
120,"Harri Holkeri
",3,2,1989,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
121,"Harri Holkeri
",1,8,1975,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
122,"Harri Holkeri
",5,1,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
123,"Harri Holkeri
",5,1,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
124,"Harri Holkeri
",29,3,1990,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin yliopistomuseo
125,"Harri Holkeri
",5,1,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
126,"Harri Holkeri
",6,1,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
127,"Harri Holkeri
",28,3,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
128,"Harri Holkeri
",5,1,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
129,"Harri Holkeri
",28,3,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
130,"Harri Holkeri
",28,3,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
131,"Harri Holkeri
",6,1,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
132,"Harri Holkeri
",12,3,1985,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
133,"Harri Holkeri
",12,3,1985,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
134,"Harri Holkeri
",28,3,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
135,"Harri Holkeri
",5,1,1991,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
136,"Harri Holkeri
",12,3,1985,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
137,"Harri Holkeri
",,,1970,Saari,61.699319146,29.687200758000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kansalliskirjasto
138,"Harri Holkeri
",,,1970,Saari,61.699319146,29.687200758000003,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kansalliskirjasto
139,"Harri Holkeri
",,,1989,Lempäälä,61.312525626,23.755748116,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
140,"Harri Holkeri
",,,1989,Lempäälä,61.312525626,23.755748116,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
141,"Harri Holkeri
",,,1989,Lempäälä,61.312525626,23.755748116,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
142,"Harri Holkeri
",,,2001,Kankaanpää,61.803357693,22.39516256,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museokeskus Vapriikki
143,"Harri Holkeri
",28,3,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
144,"Harri Holkeri
",6,1,1988,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
145,"Harri Holkeri
",10,04,1979,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kansan Arkisto
146,"Erkki Huurtamo
",24,8,1978,Imatra,61.171527381000004,28.769224555,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
147,"Juuso HÃ¤ikiÃ¶
",,,1970,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväen Arkisto
148,"Erkki HÃ¤kÃ¤mies
",,,1932,Kiikoinen,61.45384308,22.576993522,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
149,"Erkki HÃ¤kÃ¤mies
",,,1985,Ilomantsi,62.67285085100001,30.92679732,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Ilomantsin Museosäätiö
150,"Erkki HÃ¤kÃ¤mies
",16,7,1922,Nurmijärvi,60.460806119,24.807369231,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Nurmijärven museo
151,"Erkki HÃ¤kÃ¤mies
",,,1955,Lieksa,63.317804542,30.028096821,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Pielisen museo
152,"Erkki HÃ¤kÃ¤mies
",5,8,1945,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Nurmijärven museo
153,"Erkki HÃ¤kÃ¤mies
",17,03,1945,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
154,"Erkki HÃ¤kÃ¤mies
",,,1941,Nurmijärvi,60.460806119,24.807369231,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Nurmijärven museo
155,"Raimo Ilaskivi
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
156,"Raimo Ilaskivi
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
157,"Raimo Ilaskivi
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
158,"Raimo Ilaskivi
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
159,"Raimo Ilaskivi
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
160,"Raimo Ilaskivi
",2,8,1982,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Helsingin kaupunginmuseo
161,"Raimo Ilaskivi
",,,1973,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Kansalliskirjasto
162,"Matti Jaatinen
",04,06,1894,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
163,"Matti Jaatinen
",13,07,1865,Helsinki,60.166640738999995,24.943536799,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Museovirasto
164,"Matti Jaatinen
",12,5,1990,Ilomantsi,62.67285085100001,30.92679732,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Ilomantsin Museosäätiö
165,"Matti Jaatinen
",,,1950,Haapajärvi,63.748514012,25.319573489,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Sähkömuseo Elektra
166,"Matti Jaatinen
",,,1978,Tampere,61.49774257,23.761290078000002,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Työväenmuseo Werstas
167,"Matti Jaatinen
",,,1959,Varkaus,62.313950665,27.888587335,"Kansallisen kokoomuksen eduskuntaryhmÃ¤
",Varkauden museot
